""	0
two wins in Italian Formula Three Championship in 1995	10541
two years	10542
two years after coronation	10543
two years and four months' imprisonment	10544
two years in prison	10545
two years of eligibility remaining with Arizona State after 2009	10546
two-piece	10547
two-piece band	10548
two-piece since 2008	10549
two-time All-American at University of Michigan	10550
two-time All-Horizon League selection	10551
two-time All-Star	10552
two-time All-WCC selection	10553
two-time Canadian national champion in the 100-metre breaststroke	10554
two-time Honorable Mention United States Intercollegiate Lacrosse Association All-American	10555
two-time NBA All-Star	10556
two-time NCAA champion	10557
two-time World Lacrosse Championship gold medalist	10558
two-time world champion	10559
two-time world championship bronze medalist	10560
two-year starter at wide receiver at University of Georgia	10561
two-year term of imprisonment	10562
ultramodern pyramid-shaped mausoleum	10563
unable to straighten right arm	10564
unable to walk	10565
unattached	10566
unbeaten 9	10567
uncle of Royce Campbell	10568
unclear	10569
uncritically appropriate methodologies of natural sciences	10570
undemonstrative in his affections for his family	10571
under Gordon Brown	10572
under Sylvan House Music arrangement	10573
under Tony Blair	10574
under-18 level	10575
under-20 level	10576
under-21 level	10577
underwater wildlife videography	10578
undisclosed	10579
undrafted free agent	10580
unescorted and unarmed L-5 plane	10581
uneven bars at 2010 CoverGirl Classic	10582
uneven bars at 2010 US National Championships	10583
uneven bars at 2012 Summer Olympics	10584
uneven bars at Toyota International	10585
unfortunate wizard from the 11th century	10586
unifying political and spiritual authority of Tibet	10587
unifying various Fulani clans in the region	10588
union of the Anglican and Roman Catholic churches	10589
unionization of thousands of farm workers in California	10590
university administrator	10591
unmarked	10592
unofficial Australian tour of South Africa in 1985–86 and 1986–87	10593
unorthodox grip during golf career	10594
unreleased Cranberries songs	10595
unspecified weight requiring larger plane	10596
unsuccessful	10597
unsuccessful in America	10598
until 1553	10599
until 1892	10600
until 1909	10601
until 1910	10602
until 1970	10603
until 1972	10604
until 1992	10605
until 2011	10606
until health declined in 2009	10607
until hiatus in 2009	10608
upcoming album	10609
upright piano	10610
urban historian	10611
use of Southern's servers and bandwidth	10612
use of catchphrases	10613
use of catchphrases "Boo-yah!" and "As cool as the other side of the pillow"	10614
use of natural materials such as brick and stone	10615
use of pricing mechanisms	10616
use of reinforced concrete in construction	10617
users to play different games without buying new console	10618
utility player	10619
values	10620
variety of conspiracy theories	10621
various Faroese artists	10622
various campus stations	10623
various charges	10624
various cities around the U.S. and abroad	10625
various command and staff positions in Canada and abroad	10626
various developmental programmes	10627
various generations of later Norwegian artists	10628
various international artists	10629
various laboratories	10630
various local television stations	10631
various other awards	10632
various other news networks	10633
various principles of physics	10634
vaudeville	10635
vaudeville actress	10636
vault at 2010 CoverGirl Classic	10637
venture capital firm	10638
vermiculture	10639
versatility	10640
versatility of playing many styles of music	10641
very famous during his own lifetime	10642
vibrant and colorful works	10643
vibrant and humorous	10644
vice-president and general manager	10645
vicissitudes of Italian fascism	10646
video	10647
video artist	10648
village of Cwmaman	10649
village of Kallar in Kerala	10650
village of Kanchrapara	10651
village of Kullar	10652
village of Yola	10653
villainous	10654
violent incidents with Hells Angels Motorcycle Club	10655
violent revolution in United States	10656
violent revolution in the United States	10657
violin player	10658
visit to an Afghan ministry	10659
visiting professor	10660
vocal works	10661
vocalist/bassist	10662
vocals	10663
vocals and guitar	10664
voice	10665
voluntary giving back initiatives	10666
walking barefoot over hot coals	10667
walking to work	10668
walls of Tyre	10669
war crimes	10670
war was declared	10671
wardrobe production assistant	10672
warehouses	10673
warm mellow tone	10674
warrior	10675
wartime service in Southern France in 1944	10676
was Bruins' third leading scorer	10677
was member of committee Financial and Governmental Organizations and Elections	10678
was oldest swimmer to earn a place on the U.S. Olympic team	10679
wave of protests by Israeli Arabs	10680
wave-particle duality of matter	10681
wealth of botanical information on Malabar	10682
wealthy businessman	10683
wealthy family	10684
wealthy merchant	10685
wealthy shipbuilder	10686
website design	10687
weekly magazine Polityka	10688
weight of the nine tripod cauldrons	10689
well known in China	10690
well-educated	10691
west bank of the Willamette River	10692
western	10693
when he was younger	10694
when referring to directing actors	10695
while a shoemaker's apprentice	10696
while lead climbing a rock climb at the Shawangunk Ridge ("Eyebrow", 5.6)	10697
while on break from touring	10698
while with Dundee	10699
white nationalist	10700
white nationalist group	10701
white-on-white abstractionist Robert Ryman	10702
wide range	10703
wide receivers	10704
wide receivers coach at University of Tennessee from 2009 to 2011	10705
wife	10706
wife of Raymond Harry Brown	10707
wild storms	10708
willingness to help other riders	10709
win votes among conservative and New England party members	10710
wing	10711
wingman	10712
winner	10713
winning bidder	10714
winning record in each of seven years under George Roll	10715
winning record in first two years after George Roll returned	10716
winning record in third year under George Roll	10717
with 57th overall pick in 2004 NBA draft	10718
with Dino Danelli	10719
with Double Dragon Music	10720
with Eddie Brigati	10721
with Gene Cornish	10722
with Swan Districts	10723
with Sydney Olympic	10724
with Thelma Eisen and Elizabeth Wicken	10725
with recovering wrists	10726
with their drummer	10727
within two years after joining Celtic	10728
within walking distance of office	10729
women's 100-meter freestyle	10730
women's 100-metre breaststroke at 2012 Summer Olympics	10731
women's 200-meter butterfly	10732
women's 200-metre breaststroke at 2012 Summer Olympics	10733
women's 4x100-metre medley relay at 2012 Summer Olympics	10734
women's education	10735
women's empowerment	10736
won Isle of Man TT races before and after the Second World War	10737
won all five events	10738
won several awards	10739
word-by-word translation of all twelve volumes	10740
work based on J.R.R. Tolkien's worlds	10741
work in information science	10742
work in literature-based discovery in the biomedical domain	10743
work in philosophy of biology	10744
work in philosophy of science	10745
work in the field of low-temperature physics	10746
work on the Anglo-Zulu War	10747
work on the Indian Mutiny	10748
work on the development of the Windows operating system	10749
work on the history of the Igbo people of Nigeria	10750
work or at home	10751
work with the Faroese band Týr	10752
working capital of Aluminium Company of America	10753
working full-time in early twenties	10754
world champions	10755
world music	10756
world record in women's 1500-meter freestyle long course	10757
world record in women's 400-meter freestyle long course	10758
world record in women's 800-meter freestyle long course	10759
worldwide patent operations	10760
wounding several others	10761
wounds	10762
write	10763
writer	10764
writing	10765
writings and studies on a wide variety of topics in law and economics	10766
writings and studies on classical liberalism	10767
writings and studies on torts	10768
writings of Jack Kerouac	10769
writings of Philip Roth	10770
writings of Ray Bradbury	10771
writings on classical liberal topics	10772
wrongdoing	10773
ye-ye	10774
year 1953	10775
year 1957	10776
year 2005	10777
years	10778
yes	10779
young Bat Masterson	10780
young pilots	10781
younger brother of Albert I	10782
younger sister of Mackenzie Caquatto	10783
youngest daughter of General Charles de Gaulle	10784
youngest daughter of Yvonne de Gaulle	10785
youngest son of a Christian pastor	10786
youngster	10787
youth level	10788
zarzuela	10789
zombie	10790
£200 a year	10791
Ágústa Johnson	10792
École Nationale Supérieure des Beaux-Arts	10793
École des Arts Décoratifs	10794
École des Beaux-Arts in Paris	10795
École des Beaux-Arts in Port-au-Prince	10796
Élysée Palace	10797
Łańcut	10798
Żegota	10799
Żegota resistance organization	10800
