head	tail	relation
human sensory pleasures	enjoying food	includes
human sensory pleasures	touching a loved one	includes
The angel chooses to become mortal	the angel can discover human love	intended purpose
The film	Nastassja Kinski	cast member
The film	Willem Dafoe	cast member
The film	Heinz Rühmann	cast member
Heinz Rühmann	The Smooth Career	final film role
The Smooth Career	Der sanfte Lauf	name
The Smooth Career	West German drama film	instance of game
The Smooth Career	1967	publication time
The Smooth Career	Haro Senft	director
The Smooth Career	Bruno Ganz	cast member
The Smooth Career	Verena Buss	cast member
Kent State Golden Flashes women's basketball team	Kent State University	member of sports league
Golden Flashes	Mid-American Conference East Division	member of sports league
Golden Flashes	2002	last appearance in NCAA Division I Women's Basketball Tournament
Kent State women's basketball team	1973	inception
Kent State women's basketball team	club team	instance of game
Kent State women's basketball team	1975	year of athletic participation
Kent State women's basketball team	January 1976	debut year
Flashes	five	last appearance in NCAA Division I Women's Basketball Tournament
Flashes	three	number of championships
Flashes	five	number of US Open titles
Flashes	eight	promoted from division
Memorial Athletic and Convocation Center	Kent State Golden Flashes women's basketball team	home venue for
Memorial Athletic and Convocation Center	1977	date of use began
Todd Starkey	Kent State Golden Flashes women's basketball team	head coach of
John Robert Marzano	Johnny Marz	nickname derived from
John Robert Marzano	American baseball catcher	instance of game
John Robert Marzano	1987 to 1998	career length
Boston Red Sox	John Robert Marzano	player for
Texas Rangers	John Robert Marzano	player for
Seattle Mariners	John Robert Marzano	player for
John Robert Marzano	backup catcher	role
Boston Red Sox	1988	promoted from division
Boston Red Sox	1990	promoted from division
Seattle Mariners	1997	promoted from division
Seattle Mariners	.287	batting average
Jenny Louise Topping	American former collegiate 4-time NCAA Division I First Team All-American	instance of game
Jenny Louise Topping	medal winning Olympian	instance of game
Jenny Louise Topping	retired pro All-Star left-handed hitting softball player	instance of game
University of Washington	Jenny Louise Topping	rostered player
Jenny Louise Topping	1999	athlete career start
Cal State Fullerton	Jenny Louise Topping	athletic team member
Fulton Street Line (elevated)	Fulton Street Elevated	has alternative name
Fulton Street Line (elevated)	Kings County Line	has alternative name
Fulton Street Line (elevated)	elevated rail line	instance of game
Fulton Street Line (elevated)	Fulton Street	runs through
Fulton Street Line (elevated)	East New York	terminus
Fulton Street Line (elevated)	Van Sinderen Avenue (southbound)	runs through
Fulton Street Line (elevated)	Snediker Avenue (northbound)	runs through
Fulton Street Line (elevated)	Pitkin Avenue	runs through
Fulton Street Line (elevated)	Euclid Avenue	runs through
Fulton Street Line (elevated)	Liberty Avenue	runs through
portion in Brooklyn	has been torn down	status
most of the line in Queens	has been connected to the New York City Subway	status
most of the line in Queens	IND Fulton Street Line	part of
IND Fulton Street Line	A and C	part of
IND Fulton Street Line	underground line	instance of game
The elevated line in Brooklyn	underground line	replaces
Kings County Elevated Railway	The structure	part of the line
Kings County Elevated Railway	1888	inception
Fort Greene	New York City borough of Brooklyn	located in administrative district
Fort Greene	Brooklyn Community Board 2	located in administrative district
Fort Greene	New York City Police Department's 88th Precinct	serviced by
Fort Greene	New York State Registry	registered on
Fort Greene	National Register of Historic Places	registered on
Fort Greene	New York City–designated Historic District	instance of game
Fort Greene	northwest Brooklyn	located in the region named
Fort Greene	South Brooklyn	located in the region named
Fort Greene	Lower Manhattan	located across from
Fort Greene	Prospect Park	located east of
One Worldwide Plaza	commercial office tower	instance of game
One Worldwide Plaza	Eighth Avenue	located on street or path
Two Worldwide Plaza	residential condominium tower	instance of game
Two Worldwide Plaza	the center of the block	located east of
Three Worldwide Plaza	low-rise condominium residential building	instance of game
Three Worldwide Plaza	street level stores	contains
Three Worldwide Plaza	Ninth Avenue	located on street or path
Underclass Hero (song)	single	instance of game
Underclass Hero (song)	Underclass Hero	track from album
Underclass Hero (song)	April 23	earliest date
Underclass Hero (song)	91X podcast interview with Deryck Whibley	secretion increased by
Underclass Hero (song)	Underclass Hero	opening track for
Underclass Hero (song)	Madden NFL 08	applies to media format
Underclass Hero (song)	NBA 08	applies to media format
Underclass Hero (song)	departure of guitarist Dave Baksh	first since
All the Good Shit: 14 Solid Gold Hits 2000–2008	greatest hits album	instance of game
All the Good Shit: 14 Solid Gold Hits 2000–2008	Sum 41	song by
All the Good Shit: 14 Solid Gold Hits 2000–2008	each of the band's studio albums	contains singles from
All the Good Shit: 14 Solid Gold Hits 2000–2008 (release)	bonus DVD	includes
bonus DVD	music video	includes
bonus DVD	Some Say (Sum 41 song)	excludes
bonus DVD	Handle This	excludes
"All the Good Hits"	album title	version described
album lyrics	explicit	status
"Makes No Difference (Alternate Version)"	"Makes No Difference (Alternate Version)"	misspelling
Gob	Thomas Arnold "Tom" Thacker	instrumentalist
Gob	Thomas Arnold "Tom" Thacker	lead singer
Gob	Thomas Arnold "Tom" Thacker	co-founder
Gob	Canadian punk rock group	instance of game
Thomas Arnold "Tom" Thacker	producer	occupation
Nova Southeastern Sharks baseball program	Nova Southeastern University	member of sports team
Nova Southeastern Sharks baseball program	NCAA Division II level	participates in competition
Nova Southeastern Sharks	very short history	has property
Nova Southeastern Sharks	Division II championship in 2016	won championship
Nova Southeastern University	J. D. Martinez	alumni name
J. D. Martinez	Arizona Diamondbacks	member of sports team
Nova Southeastern University	Mike Fiers	alumni name
Mike Fiers	Houston Astros	member of sports team
Nova Southeastern Sharks baseball program	Greg Brown	head coach
David Earl Clark	former outfielder in Major League Baseball	instance of game
David Earl Clark	1986 to 1998	career length
David Earl Clark	third base coach for the Detroit Tigers	position held
David Earl Clark	outfield instructor for the Detroit Tigers	position held
Corpus Christi Hooks	David Earl Clark	manager
Corpus Christi Hooks	Houston Astros Double-A affiliate	league
Corpus Christi Hooks	David Earl Clark	manager
David Earl Clark	Texas League Championship in 2006	achieved in
Round Rock Express	David Earl Clark	manager
Round Rock Express	Houston Astros	is a subsidiary or part of
Huntsville Stars	David Earl Clark	manager
Huntsville Stars	Milwaukee Brewers	is a subsidiary or part of
Houston Astros	David Earl Clark	interim manager
David Earl Clark	end of the 2009 season	interim manager
Paul Wesley Householder	retired Major League Baseball outfielder	instance of game
Cincinnati Reds	Paul Wesley Householder	player for
St. Louis Cardinals	Paul Wesley Householder	player for
Milwaukee Brewers	Paul Wesley Householder	player for
Houston Astros	Paul Wesley Householder	player for
Reds	Paul Wesley Householder	sports team drafting player
Paul Wesley Householder	2nd round of the 1976 amateur draft	draft position
Billings Mustangs	Paul Wesley Householder	participant in sporting event
Billings Mustangs	Rookie league of Cincinnati Reds	instance of game
Houston	Paul Wesley Householder	career
Tucson Toros	Paul Wesley Householder	career
Tucson Toros	Houston's Triple-A club	instance of game
LaTroy Hawkins	American former professional baseball relief pitcher	instance of game
Minnesota Twins	LaTroy Hawkins	participant in sporting event
Chicago Cubs	LaTroy Hawkins	participant in sporting event
San Francisco Giants	LaTroy Hawkins	participant in sporting event
Baltimore Orioles	LaTroy Hawkins	participant in sporting event
Colorado Rockies	LaTroy Hawkins	participant in sporting event
New York Yankees	LaTroy Hawkins	participant in sporting event
W. Gordon Smith	Scottish playwright	instance of game
W. Gordon Smith	13 December 1928	year of birth
W. Gordon Smith	13 August 1996	date of killing
W. Gordon Smith	Edinburgh	place of birth
W. Gordon Smith	Edinburgh	place of residence
W. Gordon Smith	many plays	author
Jock	W. Gordon Smith	author
Jock	Russell Hunter	performer
Come By The Hills	W. Gordon Smith	lyricist
Come By The Hills	Buachaill o'n Éirne Mé	tune of song
Buachaill o'n Éirne Mé	traditional Irish song	instance of game
W. Gordon Smith	William George Gillies	author
W. Gordon Smith	Robert Louis Stevenson	author
W. Gordon Smith	Scottish arts scene	contributor to
Paul Morris (writer)	Scottish playwright and screenwriter	instance of game
Paul Morris	1958	year of birth
"Three Wee Kings"	Paul Morris	author
"Transformer"	Paul Morris	author
"Transformer"	Franz Kafka's "The Metamorphosis"	derivative work
"Siamese Cop"	Paul Morris	director
"Siamese Cop"	"Two Cops One Jacket"	has alternative name
"Duck Ugly"	Paul Morris	author
"Duck Ugly"	animated feature	instance of game
"Duck Ugly"	Millimages	producer
"Partiendo Atomos"	Paul Morris	author
"Partiendo Atomos"	Buenos Aires	setting
"Partiendo Atomos"	John Dickinson	director
"Pa Weathery's Chickens"	Paul Morris	author
"Pa Weathery's Chickens"	2011	publication time
"Pa Weathery's Chickens"	"Night Publishing"	publisher
Ann Marie Di Mambro	Scottish playwright and television screenwriter	instance of game
Ann Marie Di Mambro	Italian	ethnic group
Ann Marie Di Mambro	18 June 1950	year of birth
Ann Marie Di Mambro's theatre plays	widely performed	is characterized by
Ann Marie Di Mambro's theatre plays	published individually and in collections	publication
Ann Marie Di Mambro's theatre plays	schools for the Scottish curriculum's Higher Drama and English	field of study
Glenn Chandler	award-winning Scottish playwright and novelist	instance of game
Glenn Chandler	12 March 1949	year of birth
Glenn Chandler	plays for theatre and radio	author of work
Green Lantern (Six Flags Great Adventure)	steel stand-up roller coaster	instance of game
Green Lantern (Six Flags Great Adventure)	Six Flags Great Adventure	located in the administrative territorial entity
Green Lantern (Six Flags Great Adventure)	155 ft	height greater than
Green Lantern (Six Flags Great Adventure)	63 mph	maximum speed
Green Lantern (Six Flags Great Adventure)	4155 ft	track
Green Lantern (Six Flags Great Adventure)	five	inversion count comparison
Green Lantern (Six Flags Great Adventure)	approximately 2⁄ minutes	run time
Green Lantern (Six Flags Great Adventure)	Bolliger & Mabillard	supplier
